plant_key,period,period_as_date,market,reference_market,part_of_world,market_code,company_code,factory,warranty_category,service_type,pnc_sku,sell_out_date,failure_date,ttfi,qty_serv,product_line,product_group,product_subgroup,order_nr,warranty_key,product_unit_key
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925975000,2022-06-03,2023-02-27,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007950896000,G,ZS-925975000-214-00061
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925975000,2022-11-07,2023-03-22,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008167102000,G,ZS-925975000-146-01812
HUC,202303,2023-03-01,Poland,Reference Markets Only,Europe,PLM,PL1,Electrolux Plants,First year warranty,Service call,933028021,2023-01-12,2023-02-24,1,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000007936918000,G,HUC-933028021-248-40061
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925516115,2023-03-20,2023-03-21,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406049958000,G,ZS-925516115-251-00008
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925516115,2023-03-15,2023-03-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406049317000,G,ZS-925516115-251-00038
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054765,2022-11-10,2023-03-09,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409978746000,G,HUY-925054765-242-30043
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070025,2023-03-01,2023-03-06,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409977809000,G,HUY-925070025-236-60061
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053823,2023-01-15,2023-02-27,1,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409979188000,G,HUY-925053823-249-30037
ZS,202303,2023-03-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,923586024,2022-08-12,2023-02-28,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,405142395000,G,ZS-923586024-228-386
HUC,202303,2023-03-01,Ireland,Reference Markets Only,Europe,EID,IE1,Electrolux Plants,First year warranty,Service call,933026028,2023-03-02,2023-03-02,0,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000007971619000,G,HUC-933026028-302-30002
ZS,202303,2023-03-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925501111,2022-10-28,2023-02-09,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007855234000,G,ZS-925501111-234-00025
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503168,2022-08-02,2023-03-01,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007963535000,G,ZS-925503168-214-00333
HUC,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,933035302,2022-09-30,2023-02-28,5,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000007989907000,G,HUC-933035302-208-20085
HUC,202303,2023-03-01,Lithuania,Reference Markets Only,Europe,LIM,LIN,Electrolux Plants,First year warranty,Service call,933027087,2022-03-23,2023-03-09,12,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000000139823000,G,HUC-933027087-205-10048
ZS,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925505056,2022-06-08,2023-03-08,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000407349730000,G,ZS-925505056-213-00128
ZS,202303,2023-03-01,Czech Republic,Reference Markets Only,Europe,CSM,CZ1,Electrolux Plants,First year warranty,Service call,925505059,2023-02-14,2023-03-06,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007987786000,G,ZS-925505059-305-00047
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925542799,2022-07-02,2023-03-16,8,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000S33650576001,G,ZS-925542799-210-00022
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925505060,2022-08-23,2023-03-10,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000MC3646927001,G,ZS-925505060-241-00021
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033532,2022-05-15,2023-02-28,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000TA3641642001,G,HUC-933033532-205-50011
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,923584051,2022-11-24,2023-02-27,3,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000408260947000,G,ZS-923584051-227-00061
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503171,2023-02-22,2023-03-01,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408262782000,G,ZS-925503171-234-12002
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503170,2022-11-01,2023-03-06,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408264334000,G,ZS-925503170-235-00255
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925561036,2022-11-30,2023-02-28,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008003366000,G,ZS-925561036-046-00065
ZS,202303,2023-03-01,Poland,Reference Markets Only,Europe,PLM,PL1,Electrolux Plants,First year warranty,Service call,925501301,2023-02-07,2023-03-07,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007996059000,G,ZS-925501301-237-51549
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925041189,2022-04-29,2023-03-10,11,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409977471000,G,HUY-925041189-207-50042
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053820,2022-09-01,2023-02-22,5,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409979165000,G,HUY-925053820-231-30018
HUC,202303,2023-03-01,Ireland,Reference Markets Only,Europe,EID,IE1,Electrolux Plants,First year warranty,Service call,933026028,2022-07-01,2023-03-20,8,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000008150371000,G,HUC-933026028-209-30001
HUY,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925052616,2023-02-09,2023-02-23,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,000007930785000,G,HUY-925052616-251-30066
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925561036,2022-07-21,2023-03-06,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000BE3644099001,G,ZS-925561036-225-00089
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925505056,2022-12-06,2023-03-09,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000TA3646304001,G,ZS-925505056-242-00105
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503220,2023-01-01,2023-03-02,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E23642685001,G,ZS-925503220-143-00013
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033339,2023-03-01,2023-03-06,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000TA3644805001,G,HUC-933033339-305-30009
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503200,2022-11-30,2023-03-03,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007974171000,G,ZS-925503200-103-00012
ZS,202303,2023-03-01,Portugal,Reference Markets Only,Europe,POR,PT1,Electrolux Plants,First year warranty,Service call,922782034,2022-09-06,2023-03-14,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000008125061000,G,ZS-922782034-245-00073
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923587022,2023-01-01,2023-03-13,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406044533000,G,ZS-923587022-232-00106
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052208,2023-02-27,2023-03-07,1,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,409977111000,G,HUY-925052208-235-30040
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070618,2022-09-14,2023-03-06,6,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,409978330000,G,HUY-925070618-227-50023
ZS,202303,2023-03-01,Estonia,Reference Markets Only,Europe,ETM,ETN,Electrolux Plants,First year warranty,Service call,925503306,2022-11-29,2023-03-27,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000000098023000,G,ZS-925503306-218-50852
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933016167,2022-10-22,2023-03-24,5,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000S43654747001,G,HUC-933016167-145-60143
ZS,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925501111,2023-02-17,2023-02-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,409975640000,G,ZS-925501111-242-143
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925561053,2022-10-29,2023-03-07,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000FM3645038001,G,ZS-925561053-239-00232
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925501301,2023-01-04,2023-01-17,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007721392000,G,ZS-925501301-233-50316
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925975000,2022-11-23,2023-03-13,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008112265000,G,ZS-925975000-140-00896
ZS,202303,2023-03-01,Romania,Reference Markets Only,Europe,ROB,ROC,Electrolux Plants,First year warranty,Service call,925561031,2022-04-27,2023-03-24,11,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000000399823000,G,ZS-925561031-117-00041
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054765,2023-02-20,2023-02-28,0,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,400416590000,G,HUY-925054765-303-40158
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053823,2023-01-01,2023-03-01,2,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,400417289000,G,HUY-925053823-241-40009
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054580,2022-11-07,2023-03-25,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409980979000,G,HUY-925054580-207-10394
ZS,202303,2023-03-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925516102,2022-12-27,2023-03-02,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,405142826000,G,ZS-925516102-234-5
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,923586027,2022-08-16,2023-03-07,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000007990433000,G,ZS-923586027-221-00099
ZS,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,922782034,2022-09-01,2023-02-27,5,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000007949704000,G,ZS-922782034-214-00307
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933020068,2023-02-13,2023-02-17,0,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000101788453001,G,HUC-933020068-127-50054
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925561053,2022-12-19,2023-03-03,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E33643167001,G,ZS-925561053-236-01076
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925542791,2023-02-10,2023-02-13,0,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000007942085000,G,ZS-925542791-239-00152
ZS,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925560023,2022-11-07,2023-02-28,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000407349039000,G,ZS-925560023-213-00303
ZS,202303,2023-03-01,Poland,Reference Markets Only,Europe,PLM,PL1,Electrolux Plants,First year warranty,Service call,925503159,2023-01-24,2023-02-08,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007846851000,G,ZS-925503159-249-00419
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052631,2023-02-15,2023-02-21,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409976523000,G,HUY-925052631-303-10044
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054579,2022-08-10,2023-03-08,7,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409976961000,G,HUY-925054579-223-40006
HUY,202303,2023-03-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925054580,2022-12-23,2023-02-21,2,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,405141381000,G,HUY-925054580-225-30150
ZS,202303,2023-03-01,Ireland,Reference Markets Only,Europe,EID,IE1,Electrolux Plants,First year warranty,Service call,925503177,2022-08-03,2023-03-16,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008134671000,G,ZS-925503177-227-00056
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,922772010,2023-03-08,2023-03-15,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000008130290000,G,ZS-922772010-147-00014
HUY,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925052202,2022-07-01,2023-03-01,8,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000007964630000,G,HUY-925052202-126-40037
HUC,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933033735,2022-03-30,2023-01-13,10,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000408241042000,G,HUC-933033735-204-30163
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925975000,2022-09-16,2023-02-27,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008135225000,G,ZS-925975000-149-00015
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925632632,2022-08-31,2023-03-19,7,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000008157557000,G,ZS-925632632-221-00034
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925516115,2023-03-15,2023-03-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406049309000,G,ZS-925516115-303-00043
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052188,2022-07-05,2023-02-21,7,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,409976826000,G,HUY-925052188-149-50006
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052205,2022-09-21,2022-11-17,2,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,409975901000,G,HUY-925052205-235-30133
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070249,2023-02-28,2023-03-01,1,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,400417170000,G,HUY-925070249-303-10096
HUC,202303,2023-03-01,Czech Republic,Reference Markets Only,Europe,CSM,CZ1,Electrolux Plants,First year warranty,Service call,933009728,2022-11-08,2023-02-15,3,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000007889459000,G,HUC-933009728-239-10074
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2022-09-30,2023-02-17,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007901318000,G,ZS-925503180-215-00403
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,923586028,2022-10-13,2022-11-24,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000007425712000,G,ZS-923586028-227-00014
HUC,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933024090,2023-03-16,2023-03-21,0,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000008161838000,G,HUC-933024090-248-50011
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,922784049,2022-12-23,2023-02-19,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000007906609000,G,ZS-922784049-240-00120
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925560200,2023-01-01,2023-02-23,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E73639360001,G,ZS-925560200-211-00271
THF,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925060627,2023-02-24,2023-02-28,0,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,000S33641429001,G,THF-925060627-192-78354
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503171,2023-01-10,2023-03-23,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000HH3654448001,G,ZS-925503171-218-00175
HUC,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,933033738,2022-06-20,2022-10-24,4,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000007180910000,G,HUC-933033738-151-20046
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925505074,2022-12-31,2023-02-28,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008183142000,G,ZS-925505074-213-00130
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925561317,2022-07-03,2023-03-21,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008168746000,G,ZS-925561317-219-51120
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033341,2022-11-12,2023-03-07,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406041702000,G,HUC-933033341-237-10003
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053338,2023-02-16,2023-03-10,1,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,400420935000,G,HUY-925053338-303-30013
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054581,2022-12-01,2023-03-08,3,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409980964000,G,HUY-925054581-240-40050
ZS,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925501308,2022-04-15,2023-03-03,11,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,409981872000,G,ZS-925501308-203-51579
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033165,2022-10-01,2023-02-24,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406034654000,G,HUC-933033165-218-10105
ZS,202303,2023-03-01,Ireland,Reference Markets Only,Europe,EID,IE1,Electrolux Plants,First year warranty,Service call,922784059,2023-02-01,2023-02-23,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000007931269000,G,ZS-922784059-246-00047
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,923586027,2022-12-19,2023-02-15,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000007885748000,G,ZS-923586027-229-00014
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515022,2022-05-30,2023-02-24,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007941385000,G,ZS-925515022-142-00032
HUC,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933033422,2023-01-26,2023-02-15,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000007889022000,G,HUC-933033422-248-50002
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2023-02-22,2023-03-09,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008010111000,G,ZS-925503180-241-00890
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2022-03-18,2023-03-06,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007983326000,G,ZS-925503180-142-00799
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503173,2022-11-01,2023-03-08,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000U23645794001,G,ZS-925503173-238-00025
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925516103,2022-08-30,2023-03-23,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000DD3653997001,G,ZS-925516103-210-00115
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503177,2023-01-10,2023-02-24,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000HH3639921001,G,ZS-925503177-237-00149
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925500031,2022-11-02,2023-03-13,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408267955000,G,ZS-925500031-240-00115
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503173,2022-11-01,2023-03-15,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408268679000,G,ZS-925503173-235-00045
ZS,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925503184,2022-10-24,2023-03-06,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000407349372000,G,ZS-925503184-247-00235
HUC,202303,2023-03-01,Poland,Reference Markets Only,Europe,PLM,PL1,Electrolux Plants,First year warranty,Service call,933013366,2023-02-21,2023-03-09,1,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000008004411000,G,HUC-933013366-249-10181
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933034366,2023-01-27,2023-03-28,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406053788000,G,HUC-933034366-302-20047
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923585019,2023-01-23,2023-03-01,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406038284000,G,ZS-923585019-247-00084
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933034818,2023-02-04,2023-02-21,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406032438000,G,HUC-933034818-303-40076
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054597,2022-10-01,2023-02-10,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409979098000,G,HUY-925054597-236-10061
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054810,2022-09-01,2023-03-17,6,1,Food Preservation,Freestanding Refrigerator/Freezer,Freestanding Bottom Freezer,400423437000,G,HUY-925054810-203-20002
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052183,2022-12-10,2023-02-23,2,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,400414837000,G,HUY-925052183-248-40038
