plant_key,period,period_as_date,market,reference_market,part_of_world,market_code,company_code,factory,warranty_category,service_type,pnc_sku,sell_out_date,failure_date,ttfi,qty_serv,product_line,product_group,product_subgroup,order_nr,warranty_key,product_unit_key
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052203,2023-01-20,2023-02-13,1,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,409977916000,G,HUY-925052203-239-50040
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925505069,2022-11-22,2023-02-24,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007942955000,G,ZS-925505069-230-00310
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933020574,2022-07-12,2023-02-21,7,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000101787668001,G,HUC-933020574-224-30065
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925501321,2023-01-25,2023-03-07,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408265202000,G,ZS-925501321-223-53027
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925505074,2022-10-03,2023-02-23,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007952727000,G,ZS-925505074-217-00232
HUC,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,933019582,2023-01-10,2023-02-20,1,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000407616267000,G,HUC-933019582-247-10001
ZS,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,923587021,2022-07-15,2023-02-28,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000007958961000,G,ZS-923587021-216-00060
HUC,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BEN,Electrolux Plants,First year warranty,Service call,933014872,2022-12-15,2023-02-10,2,1,Food Preservation,Freestanding Under Counter,Freestanding Under Counter Freezer,000406040495000,G,HUC-933014872-030-10228
HUC,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,933033049,2022-07-05,2023-02-21,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000007920515000,G,HUC-933033049-208-60026
ZS,202303,2023-03-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,922784044,2022-05-23,2023-03-06,10,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,405143048000,G,ZS-922784044-206-166
ZS,202303,2023-03-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,923586024,2022-03-18,2023-02-21,11,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000008146256000,G,ZS-923586024-203-00670
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503022,2022-11-30,2023-01-27,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007784310000,G,ZS-925503022-747-00037
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925505069,2023-02-07,2023-03-03,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007979519000,G,ZS-925505069-248-00232
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503171,2023-01-24,2023-02-16,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E73635597001,G,ZS-925503171-241-00274
HUC,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933019069,2022-09-24,2023-02-20,5,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000408257814000,G,HUC-933019069-236-10061
ZS,202303,2023-03-01,Hungary,Reference Markets Only,Europe,HUL,HUM,Electrolux Plants,First year warranty,Service call,925503314,2022-11-02,2023-03-01,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000000683523000,G,ZS-925503314-218-50529
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033538,2022-02-22,2023-01-23,11,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000DM3621676001,G,HUC-933033538-150-60109
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925505055,2022-10-12,2023-03-02,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E63642961001,G,ZS-925505055-237-00200
ZS,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925542797,2022-09-01,2023-02-27,5,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000407348983000,G,ZS-925542797-104-00250
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033332,2023-01-23,2023-03-27,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406053341000,G,HUC-933033332-302-10019
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070030,2022-04-18,2023-02-23,10,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,400414674000,G,HUY-925070030-143-30041
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053671,2022-12-02,2023-03-16,3,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,400422754000,G,HUY-925053671-239-40042
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052981,2023-01-12,2023-01-16,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409975742000,G,HUY-925052981-247-60006
ZS,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BEN,Electrolux Plants,First year warranty,Service call,925512015,2022-06-27,2022-06-27,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406041047000,G,ZS-925512015-023-00049
ZS,202303,2023-03-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,923581058,2022-08-01,2023-02-17,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000007987677000,G,ZS-923581058-226-00022
HUY,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925052185,2022-12-17,2023-03-21,3,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000008162567000,G,HUY-925052185-239-60006
HUY,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925054579,2022-09-26,2023-03-19,6,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000008146586000,G,HUY-925054579-223-50154
HUC,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933016167,2022-12-01,2023-02-28,2,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000408261638000,G,HUC-933016167-151-10098
HUC,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,933024083,2022-11-03,2023-03-08,4,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000408265810000,G,HUC-933024083-243-30183
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925561053,2022-06-16,2023-02-16,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408256663000,G,ZS-925561053-215-01058
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925975000,2022-07-28,2023-03-13,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008171182000,G,ZS-925975000-205-50515
HUC,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,933033338,2022-02-08,2023-01-18,11,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000407616113000,G,HUC-933033338-204-10040
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923587022,2023-03-01,2023-03-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406049409000,G,ZS-923587022-302-00148
ZS,202303,2023-03-01,Spain,Reference Markets Only,Europe,SPA,ES1,Electrolux Plants,First year warranty,Service call,925561036,2022-08-08,2023-03-22,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008166297000,G,ZS-925561036-136-00184
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052631,2023-03-01,2023-03-21,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409980135000,G,HUY-925052631-245-50171
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052646,2022-08-15,2023-03-16,7,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409981156000,G,HUY-925052646-205-50062
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070230,2022-08-08,2023-03-08,7,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409977706000,G,HUY-925070230-214-40030
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054036,2022-06-12,2023-02-20,8,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409977176000,G,HUY-925054036-136-30023
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054581,2022-09-01,2023-03-17,6,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,400423480000,G,HUY-925054581-207-20104
ZS,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,923581061,2023-02-01,2023-03-16,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000008133365000,G,ZS-923581061-242-00048
ZS,202303,2023-03-01,Ireland,Reference Markets Only,Europe,EID,IE1,Electrolux Plants,First year warranty,Service call,925503174,2022-10-10,2023-02-21,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007918971000,G,ZS-925503174-127-00323
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925505069,2022-09-27,2023-02-24,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007941617000,G,ZS-925505069-146-00228
HUY,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925052418,2022-08-06,2023-02-28,6,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000007955019000,G,HUY-925052418-225-50014
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925505056,2023-02-10,2023-02-28,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000BB3641320001,G,ZS-925505056-240-00029
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925513024,2023-02-15,2023-03-10,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E43646799001,G,ZS-925513024-240-00055
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925514022,2023-03-10,2023-03-13,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E53648359001,G,ZS-925514022-302-00060
ZS,202303,2023-03-01,Spain,Reference Markets Only,Europe,SPA,ES1,Electrolux Plants,First year warranty,Service call,925501111,2022-10-31,2023-03-21,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008158824000,G,ZS-925501111-219-00300
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925560024,2022-11-11,2023-03-03,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008177764000,G,ZS-925560024-214-00116
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033332,2022-09-19,2023-02-27,5,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406036255000,G,HUC-933033332-231-40015
THF,202303,2023-03-01,Turkey,Reference Markets Only,Europe,TRB,TRB,Electrolux Plants,First year warranty,Service call,925060626,2022-09-05,2023-03-13,6,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door X Deep,000002052223000,G,THF-925060626-223-76014
ZS,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,922782038,2023-03-07,2023-03-17,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000008142544000,G,ZS-922782038-304-00024
ZS,202303,2023-03-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,923584051,2022-08-29,2023-02-27,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000008115683000,G,ZS-923584051-214-00274
HUY,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925052631,2023-03-10,2023-03-13,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,000008143032000,G,HUY-925052631-304-30027
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925560002,2022-11-29,2023-02-10,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000U83632313001,G,ZS-925560002-927-00200
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925505068,2022-11-23,2023-03-08,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408265594000,G,ZS-925505068-240-00001
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925505071,2023-02-03,2023-03-09,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008127598000,G,ZS-925505071-302-00031
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925975000,2022-09-26,2023-03-08,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008130618000,G,ZS-925975000-224-00134
HUC,202303,2023-03-01,Lithuania,Reference Markets Only,Europe,LIM,LIN,Electrolux Plants,First year warranty,Service call,933031024,2022-09-22,2023-03-13,6,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000000143323000,G,HUC-933031024-235-30037
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933034819,2023-01-06,2023-03-21,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406049906000,G,HUC-933034819-250-40031
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2022-03-11,2023-01-04,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007652485000,G,ZS-925503180-123-00462
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925516105,2022-04-18,2023-01-30,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007795803000,G,ZS-925516105-206-00071
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,922767012,2022-07-01,2022-11-14,4,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000007488280000,G,ZS-922767012-126-00012
ZS,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925542796,2023-02-17,2023-03-07,1,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000407349580000,G,ZS-925542796-214-00175
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923587024,2023-02-09,2023-02-27,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406036142000,G,ZS-923587024-239-00027
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033352,2023-03-10,2023-03-14,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406051041000,G,HUC-933033352-302-10026
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070451,2023-02-10,2023-02-20,0,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,409976986000,G,HUY-925070451-302-10023
